issue_id,identifier,summary,old_project_id,project_id,theme,classification_basis,classification_confidence,classification_state,pm_decision,status,status_category,revision,collected_at,assignee_type,assignee_id,parent_issue_id,source,classification_source,classification_report_source,pm_issue_revision,pm_collected_at,source_comment_collected_at,original_report_decision,original_report_previous_project_id,original_report_after_project_id,original_report_source,historical_revision,historical_collected_at,historical_mutation_log,correction_before_project_id,correction_before_revision,correction_before_collected_at,correction_after_project_id,correction_after_revision,correction_after_collected_at,correction_source
72b03234-4cbc-4392-ab0c-bedf3b1e4691,TES-27,Step 1: 稳定 Windows race 基础并清零非 daemon 失败,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,描述为 TES-25 Windows race 基础收口，父项 TES-25。,high,confirmed,retained_in_project,done,done,1,2026-09-14T20:11:40-07:00,agent,0a5236a0-1082-4927-806e-f660f57635c3,43eac14e-c4c3-4d66-ac37-3bece8a3704e,multica issue get 72b03234-4cbc-4392-ab0c-bedf3b1e4691 --output json,"issue:72b03234-4cbc-4392-ab0c-bedf3b1e4691@revision:1#title,description,parent_issue_id; issue:43eac14e-c4c3-4d66-ac37-3bece8a3704e@revision:1#title,description",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-27,1,2026-09-14T19:58:39.8473173-07:00,not applicable,already_in_project,ac5e9822-777a-44fb-8fa5-fd096eeb4694,ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
995425e8-a767-4b3a-8ea1-f0079eb5b75a,TES-28,Multica bound local source checkout,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,工作流与平台能力,标题明确指定 Multica 源码目录；描述为结构化 Verdict。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,squad,23f8cd2c-3f39-430f-8a6c-7c846d83fd27,none,multica issue get 995425e8-a767-4b3a-8ea1-f0079eb5b75a --output json,"issue:995425e8-a767-4b3a-8ea1-f0079eb5b75a@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-28,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
084a31ed-5d4e-493d-ac91-a7abcb81c47d,TES-30,添加智能体,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,描述明确将两个 Knot Agent 加入 multica；评论记录独立身份与固定会话要求。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,squad,23f8cd2c-3f39-430f-8a6c-7c846d83fd27,none,multica issue get 084a31ed-5d4e-493d-ac91-a7abcb81c47d --output json,"issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-30,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
aea18fdc-3da6-45f3-822c-00e23aa0d279,TES-31,Knot runtime identity verification C,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot runtime identity verification C”描述要求 真实 Multica task 中核实 Knot 运行身份；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,f05f675a-3016-41df-ba00-75cb6042df21,none,multica issue get aea18fdc-3da6-45f3-822c-00e23aa0d279 --output json,"issue:aea18fdc-3da6-45f3-822c-00e23aa0d279@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-31,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
5e7bdfc0-af67-4613-8ee6-32835c0cfa54,TES-32,Knot runtime identity verification A,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot runtime identity verification A”描述要求 真实 Multica task 中核实 Knot 运行身份；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,5885ea72-27f8-4840-a1e9-9d474b6d2b01,none,multica issue get 5e7bdfc0-af67-4613-8ee6-32835c0cfa54 --output json,"issue:5e7bdfc0-af67-4613-8ee6-32835c0cfa54@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-32,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
59fdfa48-0103-4636-bf73-aa07a9a89a52,TES-33,Knot runtime identity verification B,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot runtime identity verification B”描述要求 真实 Multica task 中核实 Knot 运行身份；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,39977077-e96d-459e-9304-ffd4ac3cdd7d,none,multica issue get 59fdfa48-0103-4636-bf73-aa07a9a89a52 --output json,"issue:59fdfa48-0103-4636-bf73-aa07a9a89a52@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-33,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
cb190b88-44bf-4fbc-9d6b-c68ae31e59d5,TES-34,Knot session write A,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot session write A”描述要求 Knot 固定会话写入/读取和隔离；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,5885ea72-27f8-4840-a1e9-9d474b6d2b01,none,multica issue get cb190b88-44bf-4fbc-9d6b-c68ae31e59d5 --output json,"issue:cb190b88-44bf-4fbc-9d6b-c68ae31e59d5@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-34,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
119734ab-b389-413c-aaed-c9edd079f8aa,TES-35,Knot session write C,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot session write C”描述要求 Knot 固定会话写入/读取和隔离；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,f05f675a-3016-41df-ba00-75cb6042df21,none,multica issue get 119734ab-b389-413c-aaed-c9edd079f8aa --output json,"issue:119734ab-b389-413c-aaed-c9edd079f8aa@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-35,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
1c616608-8295-483a-ac5d-e34ef2963e62,TES-36,Knot session write B,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot session write B”描述要求 Knot 固定会话写入/读取和隔离；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,39977077-e96d-459e-9304-ffd4ac3cdd7d,none,multica issue get 1c616608-8295-483a-ac5d-e34ef2963e62 --output json,"issue:1c616608-8295-483a-ac5d-e34ef2963e62@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-36,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
57985f55-4cfd-4c5f-a875-b68cee8a4821,TES-37,Knot session read C,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot session read C”描述要求 Knot 固定会话写入/读取和隔离；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,f05f675a-3016-41df-ba00-75cb6042df21,none,multica issue get 57985f55-4cfd-4c5f-a875-b68cee8a4821 --output json,"issue:57985f55-4cfd-4c5f-a875-b68cee8a4821@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-37,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ac6680e6-95e1-406d-8854-3220793e1451,TES-38,Knot session read A,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot session read A”描述要求 Knot 固定会话写入/读取和隔离；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,5885ea72-27f8-4840-a1e9-9d474b6d2b01,none,multica issue get ac6680e6-95e1-406d-8854-3220793e1451 --output json,"issue:ac6680e6-95e1-406d-8854-3220793e1451@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-38,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
93392bb5-a21d-44b3-bbdd-56e22295f1a3,TES-39,Knot session read B,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“Knot session read B”描述要求 Knot 固定会话写入/读取和隔离；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,39977077-e96d-459e-9304-ffd4ac3cdd7d,none,multica issue get 93392bb5-a21d-44b3-bbdd-56e22295f1a3 --output json,"issue:93392bb5-a21d-44b3-bbdd-56e22295f1a3@revision:2#title,description,parent_issue_id; comment:343192ff-ef28-4e40-8b85-4cb9a725e00a@revision:1(issue:084a31ed-5d4e-493d-ac91-a7abcb81c47d)",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-39,2,2026-09-14T19:58:39.8473173-07:00,343192ff-ef28-4e40-8b85-4cb9a725e00a=2026-09-14T19:58:36.9052199-07:00,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
e26b4c5d-e771-4bcd-9735-ec818f1205e9,TES-40,TES-30 LIVE WRITE LOCAL,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE WRITE LOCAL”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,5885ea72-27f8-4840-a1e9-9d474b6d2b01,none,multica issue get e26b4c5d-e771-4bcd-9735-ec818f1205e9 --output json,"issue:e26b4c5d-e771-4bcd-9735-ec818f1205e9@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-40,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
aed4440b-45f5-43d4-a93c-513e572003dd,TES-41,TES-30 LIVE WRITE MAC,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE WRITE MAC”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,39977077-e96d-459e-9304-ffd4ac3cdd7d,none,multica issue get aed4440b-45f5-43d4-a93c-513e572003dd --output json,"issue:aed4440b-45f5-43d4-a93c-513e572003dd@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-41,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
6423473c-bc2b-4731-8927-8c0ff704dfa7,TES-42,TES-30 LIVE WRITE GENERAL,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE WRITE GENERAL”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,f05f675a-3016-41df-ba00-75cb6042df21,none,multica issue get 6423473c-bc2b-4731-8927-8c0ff704dfa7 --output json,"issue:6423473c-bc2b-4731-8927-8c0ff704dfa7@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-42,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
1b161a4c-6a8f-41b5-99ef-742d6da4fb40,TES-43,TES-30 LIVE READ LOCAL,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE READ LOCAL”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,5885ea72-27f8-4840-a1e9-9d474b6d2b01,none,multica issue get 1b161a4c-6a8f-41b5-99ef-742d6da4fb40 --output json,"issue:1b161a4c-6a8f-41b5-99ef-742d6da4fb40@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-43,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
d2e598ab-aedb-42f7-a3ba-139fdd14ad1e,TES-44,TES-30 LIVE READ MAC,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE READ MAC”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,39977077-e96d-459e-9304-ffd4ac3cdd7d,none,multica issue get d2e598ab-aedb-42f7-a3ba-139fdd14ad1e --output json,"issue:d2e598ab-aedb-42f7-a3ba-139fdd14ad1e@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-44,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
db0ce3db-9521-43f5-bfa7-b48b12be08bc,TES-45,TES-30 LIVE READ GENERAL,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE READ GENERAL”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,f05f675a-3016-41df-ba00-75cb6042df21,none,multica issue get db0ce3db-9521-43f5-bfa7-b48b12be08bc --output json,"issue:db0ce3db-9521-43f5-bfa7-b48b12be08bc@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-45,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
d8c89f35-8e90-453b-83e3-5e1cb2ae2a26,TES-46,TES-30 LIVE IDENTITY LOCAL,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE IDENTITY LOCAL”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,5885ea72-27f8-4840-a1e9-9d474b6d2b01,none,multica issue get d8c89f35-8e90-453b-83e3-5e1cb2ae2a26 --output json,"issue:d8c89f35-8e90-453b-83e3-5e1cb2ae2a26@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-46,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
8e084d9a-b6ea-45b7-8efc-ceb9bcf32c67,TES-47,TES-30 LIVE IDENTITY MAC,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE IDENTITY MAC”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,39977077-e96d-459e-9304-ffd4ac3cdd7d,none,multica issue get 8e084d9a-b6ea-45b7-8efc-ceb9bcf32c67 --output json,"issue:8e084d9a-b6ea-45b7-8efc-ceb9bcf32c67@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-47,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
1e2995bb-e535-4dfb-9c3f-83df29822b32,TES-48,TES-30 LIVE IDENTITY GENERAL,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,Agent 接入与运行时验收,本项“TES-30 LIVE IDENTITY GENERAL”描述要求 TES-30 现网会话或身份核验；范围为 Knot 接入及运行时验证，不推导结果通过。,high,confirmed,retained_in_project,done,done,2,2026-09-14T20:11:40-07:00,agent,f05f675a-3016-41df-ba00-75cb6042df21,none,multica issue get 1e2995bb-e535-4dfb-9c3f-83df29822b32 --output json,"issue:1e2995bb-e535-4dfb-9c3f-83df29822b32@revision:2#title,description,parent_issue_id",TES-103 comment 01a0a305-2c10-76f4-9cf7-0b00f6ecabd2 revision 1; attachment 01a0a305-2bf7-7456-869a-d2d5e6159d55; row TES-48,2,2026-09-14T19:58:39.8473173-07:00,not applicable,moved_to_project,none (PM reported),ac5e9822-777a-44fb-8fa5-fd096eeb4694,TES-103 comment 01a0a2ea-c86b-7364-b283-6e9b022a4cf3 revision 1; attachment 01a0a2ea-c858-72cd-b2f3-8925d4b92b38,unknown_not_recorded,unknown_not_recorded,unavailable_original_report_only,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
